apa,105951
bro ,125450
brott,125879
bus,127880
buss,127958
byta,128525
bytta,128560
enkel,143343
glas,170386
glass,170568
ge ,167917
gest,169326
get,169375
hål,187103
håll,187155
is,197076
ost,272175
röd,303975
röst,304845
ute,381617
vis,392354
viss,392631
väg,394714
vägg,394809
yta,398520
å,399013
ägg,401459
ö,403059
